Theme/Department,Title,URL,Content Type(s),Sub-Topics,Modified Date,Language
N/A,La maladie à coronavirus (COVID-19) et votre visite au lieu historique national des Forts-de-Lévis - Lieu historique national des Forts-de-Lévis,https://www.pc.gc.ca/fr/lhn-nhs/qc/levis/visit/covid-19-info,Substantive,"Title: La maladie à coronavirus (COVID-19) et votre visite au lieu historique national des Forts-de-Lévis - Lieu historique national des Forts-de-Lévis
H2: La maladie à coronavirus (COVID-19) et votre visite au lieu historique national des Forts-de-Lévis
desc: Comment la COVID-19 peut affecter votre visite.
",2020-03-27T00:00:00Z,fr
N/A,Travel advice and advisories for Democratic Republic of Congo (Kinshasa),https://travel.gc.ca/destinations/congo-kinshasa,Links to Covid pages,,2020-03-23T00:00:00Z,en
N/A,Proactive Disclosure - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2015/hewitt_hospitality-accueil_j2015-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Employee COVID-19 self-assessment procedures for CFIA employees working in establishments - Canadian Food Inspection Agency,https://www.inspection.gc.ca/covid-19/latest-updates-for-cfia-employees/employee-self-assessment-procedures/eng/1585080796835/1585080797272,Substantive,"Title: Employee COVID-19 self-assessment procedures for CFIA employees working in establishments - Canadian Food Inspection Agency
",2020-03-24T00:00:00Z,en
N/A,Travel advice and advisories for Belarus,https://travel.gc.ca/destinations/belarus,Links to Covid pages,,2020-03-23T00:00:00Z,en
N/A,Chad Gaffield - Dépenses de voyage et frais d'accueil 2 septembre 2008 au 1er décembre 2008,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2008/gaffield_expenses-depenses_s2008-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Victimes - Assister a une audience comme observateur,https://www.canada.ca/fr/commission-liberations-conditionnelles/organisation/publications-et-formulaires/victimes-assister-a-une-audience-comme-observateur.html,Links to Covid pages,,2020-03-25T00:00:00Z,fr
N/A,Déclaration du commissaire de la concurrence à propos de l’application de la loi pendant la situation causée par la COVID-19,https://www.canada.ca/fr/bureau-concurrence/nouvelles/2020/03/declaration-du-commissaire-de-la-concurrence-a-propos-de-lapplication-de-la-loi-pendant-la-situation-causee-par-la-covid-19.html,Substantive,"Description: Déclaration du commissaire de la concurrence à propos de l’application de la loi pendant la situation causée par la COVID-19
Name: declaration-du-commissaire-de-la-concurrence-a-propos-de-lapplication-de-la-loi-pendant-la-situation-causee-par-la-covid-19
Page title: Déclaration du commissaire de la concurrence à propos de l’application de la loi pendant la situation causée par la COVID-19
",2020-03-20 10:42:00,fra
Immigration and citizenship,Guide 5551 - Applying to Change Conditions or Extend Your Stay in Canada - online application,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5551-applying-change-conditions-extend-your-stay-canada.html,Links to Covid pages,,2020-02-08T00:00:00Z,en
N/A,Travel advice and advisories for Tonga,https://travel.gc.ca/destinations/tonga,Links to Covid pages,,2020-03-23T00:00:00Z,en
Santé,InfoVigilance sur les produits de santé,https://www.canada.ca/fr/sante-canada/services/medicaments-produits-sante/medeffet-canada/infovigilance-produits-sante.html,Links to Covid pages,,2020-03-26T00:00:00Z,fr
N/A,Appel 2019 de l’Open Research Area (ORA) pour les sciences sociales,https://www.sshrc-crsh.gc.ca/news_room-salle_de_presse/latest_news-nouvelles_recentes/2019/ora_call_2019-appel_ora_2019-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,COVID19 : Questions fréquemment posées,https://www.international.gc.ca/country-pays/ireland-irlande/covid-19.aspx?lang=fra,Substantive,"Title: COVID19 : Questions fréquemment posées
H2: Sur cette page; Question 1 - Si je suis Canadien.ne, dois-je quitter l’Irlande et rentrer au Canada pour cause de pandémie Covid-19?; Question 2 - Si je suis un Canadien.ne, réside en Irlande de façon régulière et que mon visa de long séjour ou mon titre de séjour arrive à expiration dans les semaines qui viennent, dois-je obligatoirement quitter le territoire français et rentrer au Canada?; Question 3 - Si je suis Canadien.ne et que je quitte l’Irlande, dois-je me mettre en confinement en rentrant au Canada?; Question 4 - Si je suis Canadien.ne, puis-je me rendre en Irlande depuis le Canada ces jours-ci?; Question 5 - Si je suis Canadien.ne, puis-je obtenir de l’assistance de l’Ambassade du Canada en Irlande pour trouver des informations et acheter / changer un billet d’avion pour rentrer au Canada?; Question 6 - Puis-je voyager vers le Canada si j’ai des symptômes de Covid-19?; Question 7 - Quel est l’état des vols vers le Canada depuis la Irlande?; Question 8 - Si je rentre au Canada, à quelle condition puis-je me rendre à l’aéroport?; Question 9 - Si je suis Canadien.ne, puis-je me déplacer en Irlande en attendant mon vol de retour?; Question 10 - Si je suis Canadien.ne, dois-je respecter les mêmes mesures de confinement que les irlandaises?; Question 11 - Quel est l’état des transports publics en Fance (Paris et Province) autres que les liaisons aériennes internationales?; Question 12 - Est-ce que les taxis et chauffeurs VTC fonctionnent?; Question 13 - Si les vols commerciaux cessent, vais-je être rapatrié?; Question 14 - A quelles conditions puis-je demander un prêt individuel remboursable de $5000 dollars canadiens (maximum) annoncé par le gouvernement fédéral?; Question 15 - Si je réponds aux conditions, à qui et comment dois-je demander cette aide financière?
",2020-03-19T00:00:00Z,fr
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 36 - se terminant le 10 septembre 2016",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2016-2017/detection-isolement-virus-voies-respiratoires-semaine-36-terminant-10-septembre-2016.html,Links to Covid pages,,2016-09-15T00:00:00Z,fr
N/A,SOMNIA - Pleins feux sur les nouvelles militaires,https://www.cfc.forces.gc.ca/Somnia/2020/02/28/somnia-fra.html,Links to Covid pages,,2020-02-29T00:00:00Z,fr
Benefits,Guaranteed Income Supplement - Overview,https://www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/guaranteed-income-supplement.html,Links to Covid pages,,2020-03-27T00:00:00Z,en
Santé,Ressources des provinces et des territoires sur la COVID-19,https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes/ressources-provinces-territoires-covid-19.html,Substantive,"Description: Les numéros de téléphone des provinces et territoires canadiens et les plateformes de médias sociaux (Instagram, Facebook et Twitter) pour ceux qui ont des questions ou qui veulent rester informés sur la COVID-19.
Name: ressources-provinces-territoires-covid-19
Page title: Ressources des provinces et des territoires sur la COVID-19
H1: Ressources des provinces et des territoires sur la COVID-19
Keywords: Canada, province, territoire, numéro de téléphone, des médias sociaux, Instagram, Facebook, Twitter, des questions, information, renseignement, coronavirus, COVID-19,  pandémie, Alberta, Colombie-Britannique, Île-du-Prince-Édouard, Manitoba, Nouveau-Brunswick, Nouvelle-Écosse, Nunavut, Ontario, Saskatchewan, Québec, Terre-Neuve-et-Labrador, Territoires du Nord-Ouest, Yukon
",2020-03-26 22:41:52,fr
N/A,Nos afecta a todos ¡el SRAG! - Búsqueda por título - Caleidoscopio del español - TERMIUM Plus® - Translation Bureau,https://www.btb.termiumplus.gc.ca/tpv2guides/guides/caleid/index-eng.html?lang=eng&lettr=indx_titls&page=9_9IEYIyiJ18.html,Links to Covid pages,,2015-09-23T00:00:00Z,en
N/A,Using Your Funds - Grant Holders Guide - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/funding-financement/using-utiliser/grant_regulations-reglement_subventions/strat_grants-subventions_strat-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Santé,关于2019冠状病毒病 (COVID-19),https://www.canada.ca/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/chinois-simplifie/ressources-sensibilisation/renseignez-vous-faits-sujet-maladie-coronavirus-covid-19.html,Substantive,"Description: 来自加拿大政府的信息：加拿大政府有关COVID-19（冠状病毒病）的中文简体信息，包括症状、预防措施及疾病的传播方式。
Name: renseignez-vous-faits-sujet-maladie-coronavirus-covid-19
Page title: 关于2019冠状病毒病 (COVID-19)
H1: 关于2019冠状病毒病 (COVID-19)
",2020-03-02 08:56:03,fr
N/A,Lieu historique national de L’Anse aux Meadows,https://www.pc.gc.ca/fr/lhn-nhs/nl/meadows,Links to Covid pages,,2020-03-25T00:00:00Z,fr
N/A,Riding Mountain National Park,https://www.pc.gc.ca/en/pn-np/mb/riding,Links to Covid pages,,2020-03-26T00:00:00Z,en
N/A,"Collection, Use and Disclosure of Personal Information",https://www.sshrc-crsh.gc.ca/funding-financement/policies-politiques/g_personal_info-s_info_personnelles-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
N/A,Conseils et avertissements pour Îles Vierges britanniques,https://voyage.gc.ca/destinations/iles-vierges-britanniques,Links to Covid pages,,2020-03-23T00:00:00Z,fr
Immigration et citoyenneté,Parrainer vos parents et vos grands-parents : présenter le formulaire Intérêt pour le parrainage,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/parrainer-membre-famille/parrainer-parents-grands-parents/vous-souhaitez-parrainer-parent-grand-parent.html,Links to Covid pages,,2020-03-27T00:00:00Z,fr
N/A,Services et renseignements pour les voyageurs,https://www.cbsa-asfc.gc.ca/travel-voyage/menu-fra.html,Substantive,"H2: Avis : Mise à jour sur la coronavirus (COVID-19) : le 20 mars 2020; Planifiez votre passage à la frontière; Conseils de voyage; À quoi s'attendre à la frontière; Gagnez du temps à la frontière; Rapporter des marchandises à la frontière
",2020-01-30T00:00:00Z,fr
N/A,Canada and Lithuania,https://www.international.gc.ca/country-pays/lithuania-lituanie/index.aspx?lang=eng,Substantive,"H2: Coronavirus disease (COVID-19); Follow:; Travel advice and advisories; Find a Government of Canada office; Before coming to Canada; Before going to Lithuania; Canada-Lithuania relations; Doing business in Lithuania; Most requested; News; Find a Government of Canada office
",2020-03-25T00:00:00Z,en
N/A,Camping - Parc national Elk Island,https://www.pc.gc.ca/fr/pn-np/ab/elkisland/activ/activ2,Links to Covid pages,,2020-03-27T00:00:00Z,fr
N/A,Plan your visit - Green Gables Heritage Place,https://www.pc.gc.ca/en/lhn-nhs/pe/greengables/visit,Links to Covid pages,,2020-03-19T00:00:00Z,en
N/A,Travel advice and advisories for Taiwan,https://travel.gc.ca/destinations/taiwan,Links to Covid pages,,2020-03-23T00:00:00Z,en
Immigration and citizenship,Blended Visa Office-Referred Program: How to apply,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/help-outside-canada/private-sponsorship-program/blended-visa-office-program/how-to-apply.html,Links to Covid pages,,2020-03-23T00:00:00Z,en
Immigration and citizenship,Provincial Nominee Program: How to apply (paper process),https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/provincial-nominees/application-process/paper.html,Links to Covid pages,,2020-03-27T00:00:00Z,en
Health,The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus,https://www.canada.ca/en/public-health/news/2020/02/the-chief-public-health-officer-and-the-deputy-chief-public-health-officer-to-hold-a-media-availability-on-the-novel-coronavirus1.html,Substantive,"Description: The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus
Name: the-chief-public-health-officer-and-the-deputy-chief-public-health-officer-to-hold-a-media-availability-on-the-novel-coronavirus1
Page title: The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus
Title: The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus
desc: The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus
",2020-02-27 10:08:40,eng
Canada and the world,Government of Canada advises Canadians to avoid non-essential travel abroad,https://www.canada.ca/en/global-affairs/news/2020/03/government-of-canada-advises-canadians-to-avoid-non-essential-travel-abroad.html,Links to Covid pages,,2020-03-13T00:00:00Z,en
N/A,Conseils et avertissements pour Ouzbékistan,https://voyage.gc.ca/destinations/ouzbekistan,Links to Covid pages,,2020-03-23T00:00:00Z,fr
N/A,Coronavirus disease (COVID-19) - Plan your visit,https://www.pc.gc.ca/en/voyage-travel/securite-safety/covid-19-info,Substantive,"Title: Coronavirus disease (COVID-19) - Plan your visit
H2: Coronavirus disease (COVID-19)
desc: Learn how COVID-19 may affect your visit.
",2020-03-30T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 1 - se terminant le 6 janvier 2018",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2017-2018/detection-isolement-virus-voies-respiratoires-semaine-1-terminant-6-janvier-2018.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2018-01-12 08:41:41,fra
